Batch,RMSE
1,2.634817600250244
2,2.1384706497192383
3,2.072528123855591
4,2.0806353092193604
5,1.8327782154083252
6,1.460329532623291
7,0.9407548308372498
8,0.47665926814079285
9,0.5938300490379333
10,1.1292473077774048
11,1.730370283126831
12,1.9026262760162354
13,2.0540354251861572
14,1.9159338474273682
15,1.652740716934204
16,1.2188904285430908
17,0.6762182712554932
18,0.24463360011577606
19,0.7127219438552856
20,1.2514277696609497
21,1.7332671880722046
22,1.8936043977737427
23,1.8804688453674316
24,1.7003618478775024
25,1.379233479499817
26,0.9539831280708313
27,0.5086703896522522
28,0.4915151298046112
29,0.9993888139724731
30,1.4504948854446411
31,1.562098741531372
32,1.6592899560928345
33,1.5462576150894165
34,1.3134008646011353
35,1.005752682685852
36,0.7488105297088623
37,0.6028119921684265
38,0.8272297382354736
39,1.1656371355056763
40,1.44569730758667
41,1.5403025150299072
42,1.5578575134277344
43,1.4702765941619873
44,1.4249329566955566
45,1.1626487970352173
46,1.013259768486023
47,0.7035773396492004
48,0.8257024884223938
49,0.9859592914581299
50,1.1871070861816406
51,1.1259301900863647
52,1.0954340696334839
53,1.0591504573822021
54,1.009786605834961
55,1.0606579780578613
56,1.1979384422302246
57,1.3685673475265503
58,1.5330853462219238
59,1.5994834899902344
60,1.5327785015106201
61,1.2236882448196411
62,1.127629280090332
63,1.0881009101867676
64,0.9427207708358765
65,0.7632948756217957
66,0.6675317883491516
67,0.6344589591026306
68,0.7017074823379517
69,0.7400742173194885
70,0.7339794039726257
71,1.143352746963501
72,1.9653468132019043
73,2.8008415699005127
74,3.564667224884033
75,4.233819484710693
76,4.797723770141602
77,5.2166666984558105
78,5.423665523529053
79,5.330411434173584
80,4.851859092712402
81,2.451920747756958
82,1.5819281339645386
83,1.0283128023147583
84,0.7457720041275024
85,0.5566306710243225
86,0.5327181816101074
87,0.6091774702072144
88,0.6759805679321289
89,0.736025869846344
90,0.7085975408554077
91,0.6856251955032349
92,0.5781477093696594
93,0.5473513007164001
94,0.5047324299812317
95,0.5306081771850586
96,0.5017861127853394
97,0.41726046800613403
98,0.41393741965293884
99,0.4376940131187439
100,0.4323567748069763
101,0.38152337074279785
102,0.36280375719070435
103,0.3123863935470581
104,0.3259516954421997
105,0.2694915235042572
106,0.3061128556728363
107,0.31110602617263794
108,0.3898059129714966
109,0.4676626920700073
110,0.4475695788860321
111,0.6040620803833008
112,0.5887193083763123
113,0.591646671295166
114,0.4319167733192444
115,0.43788278102874756
116,0.38292163610458374
117,0.2754956781864166
118,0.3083331882953644
119,0.366955041885376
120,0.4065319299697876
121,0.31624114513397217
122,0.3408026695251465
123,0.33938369154930115
124,0.34487053751945496
125,0.3100133538246155
126,0.3102182447910309
127,0.1771613359451294
128,0.3166882395744324
129,0.3444159924983978
130,0.5156999230384827
131,0.5880362391471863
132,0.634658932685852
133,0.6421396136283875
134,0.646238386631012
135,0.635606050491333
136,0.6080083250999451
137,0.5115047097206116
138,0.4734116494655609
139,0.4450932443141937
140,0.4230620861053467
141,0.36135751008987427
142,0.42140868306159973
143,0.3998127281665802
144,0.4368739724159241
145,0.3749753534793854
146,0.4168129861354828
147,0.33831626176834106
148,0.46027737855911255
149,0.4929872453212738
150,0.593805193901062
151,0.5419389605522156
152,0.6635929346084595
153,0.5022297501564026
154,0.5471500158309937
155,0.4125601053237915
156,0.4278774857521057
157,0.2894001007080078
158,0.26804015040397644
159,0.18142077326774597
160,0.1901535838842392
161,0.31467869877815247
162,0.39907974004745483
163,0.4109501242637634
164,0.3989448845386505
165,0.35782763361930847
166,0.3560691773891449
167,0.31950387358665466
168,0.331015020608902
169,0.37588050961494446
170,0.4766559600830078
171,0.6044657230377197
172,0.5529366731643677
173,0.5685184597969055
174,0.46873942017555237
175,0.49532759189605713
176,0.47498270869255066
177,0.431972473859787
178,0.35115543007850647
179,0.24680787324905396
180,0.3048206865787506
181,0.3575739860534668
182,0.36119094491004944
183,0.3296917974948883
184,0.33364689350128174
185,0.3860364556312561
186,0.4883429706096649
187,0.514285683631897
188,0.5543933510780334
189,0.5882136225700378
190,0.6352693438529968
191,0.6617511510848999
192,0.64390629529953
193,0.5979934930801392
194,0.5297440886497498
195,0.4822152853012085
196,0.4606912136077881
197,0.41871458292007446
198,0.36910608410835266
199,0.3209671676158905
200,0.31773632764816284
201,0.34263336658477783
202,0.3588509261608124
203,0.3544943630695343
204,0.38138535618782043
205,0.4254043400287628
206,0.490499883890152
207,0.5917163491249084
208,0.6383617520332336
209,0.7016538977622986
210,0.704656720161438
211,0.825465977191925
212,0.8320081830024719
213,0.8142831325531006
214,0.7322803139686584
215,0.657360851764679
216,0.5831761360168457
217,0.468376100063324
218,0.44703584909439087
219,0.48192256689071655
220,0.519616961479187
221,0.43343275785446167
222,0.3659912645816803
223,0.3446612060070038
224,0.40466782450675964
225,0.5068507194519043
226,0.46830737590789795
227,0.5393742918968201
228,0.5520315766334534
229,0.5813927054405212
230,0.5781499743461609
231,0.6679419279098511
232,0.6854322552680969
233,0.6804888844490051
234,0.5812769532203674
235,0.5194945335388184
236,0.4781022071838379
237,0.3995620310306549
238,0.361035019159317
239,0.3130704164505005
240,0.33258944749832153
241,0.3662325143814087
242,0.37764763832092285
243,0.3949456810951233
244,0.530938446521759
245,0.6594464778900146
246,0.7775768637657166
247,0.791744589805603
248,0.7837038636207581
249,0.7363321185112
250,0.6893329620361328
251,0.7490346431732178
252,0.7526309490203857
253,0.7242078185081482
254,0.6454102993011475
255,0.5784291625022888
256,0.5442891120910645
257,0.4742557406425476
258,0.40163037180900574
259,0.3856060206890106
260,0.4467863142490387
261,0.3448265492916107
262,0.34768614172935486
263,0.30223965644836426
264,0.40726572275161743
265,0.40253978967666626
266,0.45378991961479187
267,0.5144853591918945
268,0.5601931810379028
269,0.5682581067085266
270,0.551617443561554
271,0.5143706798553467
272,0.5231387615203857
273,0.46035152673721313
274,0.40628543496131897
275,0.3744950294494629
276,0.38460788130760193
277,0.35663720965385437
278,0.3145114779472351
279,0.30032894015312195
280,0.3551275134086609
281,0.3289395570755005
282,0.2984544634819031
283,0.3152235448360443
284,0.3690958619117737
285,0.43668830394744873
286,0.43655937910079956
287,0.5063628554344177
288,0.510208249092102
289,0.5795050859451294
290,0.5923142433166504
291,0.4780890941619873
292,0.4658343195915222
293,0.4200108051300049
294,0.366554319858551
295,0.38974711298942566
296,0.36777186393737793
297,0.38910359144210815
298,0.33787617087364197
299,0.2693563997745514
300,0.19435840845108032
301,0.2737358510494232
302,0.30406609177589417
303,0.3260922431945801
304,0.37777093052864075
305,0.40984055399894714
306,0.46741482615470886
307,0.556887149810791
308,0.5312343835830688
309,0.5396766066551208
310,0.45671355724334717
311,0.4110732674598694
312,0.39933204650878906
313,0.32116052508354187
314,0.2761090397834778
315,0.23202617466449738
316,0.27895715832710266
317,0.23454491794109344
318,0.2658732235431671
319,0.29884281754493713
320,0.34088701009750366
321,0.2729131281375885
322,0.2838977575302124
323,0.30565494298934937
324,0.29689639806747437
325,0.24678537249565125
326,0.24535995721817017
327,0.29209810495376587
328,0.3515379726886749
329,0.4014054834842682
330,0.45428383350372314
331,0.514375627040863
332,0.4359196424484253
333,0.2873477637767792
334,0.21954278647899628
335,0.24510838091373444
336,0.18617230653762817
337,0.20742447674274445
338,0.16694672405719757
339,0.16399545967578888
340,0.19488121569156647
341,0.216880664229393
342,0.2592281401157379
343,0.23314262926578522
344,0.2923045754432678
345,0.25703057646751404
346,0.19334933161735535
347,0.23904773592948914
348,0.21626834571361542
349,0.30366042256355286
350,0.26027190685272217
351,0.42908310890197754
352,0.4617288410663605
353,0.35296058654785156
354,0.29374462366104126
355,0.27431410551071167
356,0.2794879972934723
357,0.2825239896774292
358,0.2721022367477417
359,0.2829442620277405
360,0.2694610357284546
361,0.18321402370929718
362,0.2134672850370407
363,0.25698110461235046
364,0.18338562548160553
365,0.22576013207435608
366,0.22282017767429352
367,0.1903511881828308
368,0.24495767056941986
369,0.2306751012802124
370,0.31303369998931885
371,0.33287015557289124
372,0.30256253480911255
373,0.2811042070388794
374,0.29030489921569824
375,0.2811424732208252
376,0.29235514998435974
377,0.28349319100379944
378,0.2434193640947342
379,0.21885071694850922
380,0.22197598218917847
381,0.2511886656284332
382,0.27551960945129395
383,0.3058849275112152
384,0.29169806838035583
385,0.288115918636322
386,0.27302664518356323
387,0.26517704129219055
388,0.27971380949020386
389,0.31514206528663635
390,0.40102410316467285
391,0.4525895118713379
392,0.3605300188064575
393,0.28148025274276733
394,0.23438884317874908
395,0.23544026911258698
396,0.2328568547964096
397,0.22500929236412048
398,0.24556124210357666
399,0.33765465021133423
400,0.40281957387924194
401,0.34211209416389465
402,0.2893579304218292
403,0.2652687132358551
404,0.252726674079895
405,0.29782935976982117
406,0.27217257022857666
407,0.34819039702415466
408,0.3893568813800812
409,0.4112524390220642
410,0.4397202730178833
411,0.518936812877655
412,0.48131415247917175
413,0.41364482045173645
414,0.29388004541397095
415,0.29267045855522156
416,0.2771456241607666
417,0.27147603034973145
418,0.22355733811855316
419,0.2102973312139511
420,0.20196326076984406
421,0.3979443907737732
422,0.33144864439964294
423,0.24256384372711182
424,0.21315202116966248
425,0.25886887311935425
426,0.34702786803245544
427,0.402018278837204
428,0.4523247480392456
429,0.45680493116378784
430,0.4981400668621063
431,0.4754950702190399
432,0.3181547224521637
433,0.2592235803604126
434,0.2967301309108734
435,0.3142181932926178
436,0.3036939203739166
437,0.2906147539615631
438,0.26339447498321533
439,0.20272764563560486
440,0.1870051473379135
441,0.28274884819984436
442,0.2563420534133911
443,0.26366570591926575
444,0.24767035245895386
445,0.2510693371295929
446,0.27071452140808105
447,0.2505888342857361
448,0.3547508418560028
449,0.3803846836090088
450,0.5633757710456848
451,2.189244508743286
452,1.7179033756256104
453,1.6820694208145142
454,1.7089052200317383
455,1.400254726409912
456,1.258701205253601
457,1.083107352256775
458,0.8969552516937256
459,0.6753178238868713
460,0.6541370749473572
461,0.6350225806236267
462,0.6514866352081299
463,0.5863165855407715
464,0.633853554725647
465,0.6936970353126526
466,1.191962718963623
467,1.4887855052947998
468,1.9943393468856812
469,2.342116594314575
470,2.5742499828338623
471,1.6669912338256836
472,1.4422688484191895
473,1.321575403213501
474,1.2161688804626465
475,1.199336290359497
476,1.0863724946975708
477,0.9040483832359314
478,0.7848019003868103
479,0.7228904366493225
480,0.6456032395362854
481,0.5524652004241943
482,0.42520037293434143
483,0.4238565266132355
484,0.3874542713165283
485,0.37052711844444275
486,0.400357723236084
487,0.3065539300441742
488,0.547274649143219
489,0.7204315066337585
490,0.6425091624259949
491,0.36368751525878906
492,0.35791444778442383
493,0.322223961353302
494,0.3056270480155945
495,0.2665245831012726
496,0.28648659586906433
497,0.28683462738990784
498,0.2869276702404022
499,0.2601170837879181
500,0.2416721135377884
501,0.30131611227989197
502,0.3241272270679474
503,0.28108909726142883
504,0.32497718930244446
505,0.30601078271865845
506,0.25851762294769287
507,0.24387221038341522
508,0.2432861626148224
509,0.2624506950378418
510,0.2721395492553711
511,0.2706007957458496
512,0.29455146193504333
513,0.2887154817581177
514,0.3600740432739258
515,0.3755565285682678
516,0.42906269431114197
517,0.4259698987007141
518,0.4365527629852295
519,0.43962791562080383
520,0.4597831666469574
521,0.4986673593521118
522,0.42426246404647827
523,0.46203866600990295
524,0.5140700936317444
525,0.4812529683113098
526,0.3256857991218567
527,0.2010541558265686
528,0.20703016221523285
529,0.14655685424804688
530,0.20812933146953583
531,0.21369443833827972
532,0.30623191595077515
533,0.3155421018600464
534,0.3489929735660553
535,0.348829448223114
536,0.3964282274246216
537,0.32103514671325684
538,0.38048624992370605
539,0.326840877532959
540,0.4181259572505951
541,0.44251108169555664
542,0.4694267511367798
543,0.37518760561943054
544,0.3992646336555481
545,0.3439098298549652
546,0.2715189456939697
547,0.23810094594955444
548,0.24372965097427368
549,0.20524254441261292
550,0.18698853254318237
551,0.18162748217582703
552,0.2679019570350647
553,0.3183884918689728
554,0.35771551728248596
555,0.3807939887046814
556,0.396853506565094
557,0.3583807945251465
558,0.36099502444267273
559,0.37285539507865906
560,0.4333897531032562
561,0.33282357454299927
562,0.2471623569726944
563,0.23695021867752075
564,0.24937888979911804
565,0.28073588013648987
566,0.2218739539384842
567,0.270347535610199
568,0.2101041078567505
569,0.2831055819988251
570,0.2225663810968399
571,0.2096317559480667
572,0.20712526142597198
573,0.2537834048271179
574,0.2847883701324463
575,0.3036001920700073
576,0.27010855078697205
577,0.23715390264987946
578,0.22894807159900665
579,0.23253251612186432
580,0.23280486464500427
581,0.19499340653419495
582,0.2603314518928528
583,0.230636864900589
584,0.31745821237564087
585,0.25172966718673706
586,0.25208571553230286
587,0.1863025426864624
588,0.1993144154548645
589,0.189134418964386
590,0.17161905765533447
591,0.1513967663049698
592,0.19440433382987976
593,0.21957819163799286
594,0.25452256202697754
595,0.25567296147346497
596,0.2539675831794739
597,0.23383963108062744
598,0.22448749840259552
599,0.2475791722536087
600,0.2703438997268677
601,0.20332962274551392
602,0.2044011652469635
603,0.21831825375556946
604,0.22943322360515594
605,0.1998915821313858
606,0.2072845995426178
607,0.13578324019908905
608,0.17969724535942078
609,0.12623226642608643
610,0.20082199573516846
611,0.15110278129577637
612,0.1626853495836258
613,0.14588890969753265
614,0.15728305280208588
615,0.16282489895820618
616,0.1945677548646927
617,0.166705921292305
618,0.1951700747013092
619,0.2846912443637848
620,0.3151646554470062
621,0.26535823941230774
622,0.2646125853061676
623,0.2714288830757141
624,0.26782146096229553
625,0.21134865283966064
626,0.2071935087442398
627,0.15530113875865936
628,0.16600045561790466
629,0.14338982105255127
630,0.15210917592048645
631,0.15916848182678223
632,0.1634325385093689
633,0.18723814189434052
634,0.21338964998722076
635,0.22143882513046265
636,0.20586487650871277
637,0.17688104510307312
638,0.15124596655368805
639,0.1722320169210434
640,0.17963168025016785
641,0.21218809485435486
642,0.2516363561153412
643,0.24702033400535583
644,0.2678642272949219
645,0.21796396374702454
646,0.2735430896282196
647,0.18465830385684967
648,0.22348661720752716
649,0.18518848717212677
650,0.11187861114740372
651,0.12350808084011078
652,0.1522686779499054
653,0.17697563767433167
654,0.19877007603645325
655,0.21518465876579285
656,0.20503078401088715
657,0.1869080513715744
658,0.1469554454088211
659,0.11190763115882874
660,0.0947866141796112
661,0.15944616496562958
662,0.2244255393743515
663,0.21528272330760956
664,0.1771424263715744
665,0.13848261535167694
666,0.12619754672050476
667,0.13634614646434784
668,0.15088489651679993
669,0.13242286443710327
670,0.13248398900032043
671,0.16359561681747437
672,0.16649365425109863
673,0.20188592374324799
674,0.21874842047691345
675,0.22292612493038177
676,0.18002186715602875
677,0.16678491234779358
678,0.1260666698217392
679,0.08533669263124466
680,0.10252907127141953
681,0.18408536911010742
682,0.29559820890426636
683,0.22946499288082123
684,0.26200494170188904
685,0.18402424454689026
686,0.17763373255729675
687,0.17332272231578827
688,0.1907557249069214
689,0.13338521122932434
690,0.12661275267601013
691,0.15782028436660767
692,0.1842070370912552
693,0.2055666297674179
694,0.21840961277484894
695,0.20721487700939178
696,0.16041085124015808
697,0.12323212623596191
698,0.12564463913440704
699,0.14206065237522125
700,0.16620469093322754
701,0.1840662956237793
702,0.2529328465461731
703,0.2067198008298874
704,0.15318544209003448
705,0.15313823521137238
706,0.1627029925584793
707,0.12552285194396973
708,0.16755007207393646
709,0.2269163280725479
710,0.23010221123695374
711,0.19078388810157776
712,0.18320117890834808
713,0.18622171878814697
714,0.20552796125411987
715,0.1656801402568817
716,0.13334527611732483
717,0.11128394305706024
718,0.12838691473007202
719,0.11367662996053696
720,0.14726021885871887
721,0.19924412667751312
722,0.25970718264579773
723,0.2301863133907318
724,0.17422334849834442
725,0.15373460948467255
726,0.194285050034523
727,0.14455780386924744
728,0.20798225700855255
729,0.26385176181793213
730,0.23955091834068298
731,0.18998198211193085
732,0.1465015560388565
733,0.18862180411815643
734,0.16305653750896454
735,0.22410139441490173
736,0.15841567516326904
737,0.15734556317329407
738,0.13333013653755188
739,0.131552591919899
740,0.17108432948589325
741,0.16749297082424164
742,0.1528266817331314
743,0.15554820001125336
744,0.1783583164215088
745,0.1305534690618515
746,0.14136041700839996
747,0.08396802097558975
748,0.21109309792518616
749,0.2922775447368622
750,0.2689729928970337
751,0.12926600873470306
752,0.12553347647190094
753,0.12571221590042114
754,0.1634332835674286
755,0.14567865431308746
756,0.1430807113647461
757,0.1599777787923813
758,0.13878288865089417
759,0.1393379271030426
760,0.15344078838825226
761,0.18383470177650452
762,0.2319650948047638
763,0.2066303938627243
764,0.17820213735103607
765,0.1924775391817093
766,0.16149182617664337
767,0.18501920998096466
768,0.20281212031841278
769,0.1814022958278656
770,0.1261010766029358
771,0.1071687564253807
772,0.09819848090410233
773,0.10857242345809937
774,0.13136181235313416
775,0.10727066546678543
776,0.07423316687345505
777,0.07033143192529678
778,0.1016482412815094
779,0.13881616294384003
780,0.15535730123519897
781,0.11909255385398865
782,0.09183607995510101
783,0.11086343228816986
784,0.10146087408065796
785,0.09898579120635986
786,0.11925319582223892
787,0.08762020617723465
788,0.19784587621688843
789,0.27970972657203674
790,0.28367114067077637
791,0.12330325692892075
792,0.12329664826393127
793,0.09401814639568329
794,0.11730027943849564
795,0.0853656753897667
796,0.12121159583330154
797,0.07852579653263092
798,0.10389259457588196
799,0.139481782913208
800,0.09660705924034119
801,0.13680310547351837
802,0.10983416438102722
803,0.13192448019981384
804,0.1551893949508667
805,0.14740155637264252
806,0.1900469958782196
807,0.1522866189479828
808,0.2264116108417511
809,0.1853717714548111
810,0.1850961297750473
811,0.11642542481422424
812,0.10732588917016983
813,0.13200271129608154
814,0.17020122706890106
815,0.14376387000083923
816,0.10527961701154709
817,0.11274342983961105
818,0.10273604840040207
819,0.11362917721271515
820,0.09551087766885757
821,0.14898507297039032
822,0.13917149603366852
823,0.1644122302532196
824,0.15743650496006012
825,0.1343764364719391
826,0.18146279454231262
827,0.1490696370601654
828,0.21868975460529327
829,0.16107890009880066
830,0.16497233510017395
831,0.1469080150127411
832,0.1341884881258011
833,0.14166568219661713
834,0.1642652302980423
835,0.15640957653522491
836,0.1608087718486786
837,0.11695101857185364
838,0.12872116267681122
839,0.17457571625709534
840,0.18482430279254913
841,0.21355457603931427
842,0.17027975618839264
843,0.12755976617336273
844,0.18011374771595
845,0.19340600073337555
846,0.17569537460803986
847,0.1737087517976761
848,0.21096278727054596
849,0.17755882441997528
850,0.15597788989543915
851,0.11855762451887131
852,0.17827452719211578
853,0.1934429407119751
854,0.2183656394481659
855,0.250934362411499
856,0.3147033154964447
857,0.24874277412891388
858,0.3081102967262268
859,0.3556157350540161
860,0.34486907720565796
861,0.2163253277540207
862,0.11937100440263748
863,0.19663149118423462
864,0.1324775367975235
865,0.13118289411067963
866,0.1430324763059616
867,0.09662295877933502
868,0.19279761612415314
869,0.1962652951478958
870,0.16405576467514038
871,0.11659294366836548
872,0.1580887883901596
873,0.18105803430080414
874,0.19657516479492188
875,0.19942300021648407
876,0.2435307502746582
877,0.16213375329971313
878,0.20643509924411774
879,0.24595390260219574
880,0.2088979035615921
881,0.22460120916366577
882,0.1643516570329666
883,0.1911023110151291
884,0.21922583878040314
885,0.24400997161865234
886,0.19442561268806458
887,0.2344067245721817
888,0.20229332149028778
889,0.2433067113161087
890,0.2180681675672531
891,0.1254456341266632
892,0.12447282671928406
893,0.12430726736783981
894,0.12000004202127457
895,0.1053229570388794
896,0.14495617151260376
897,0.09650032222270966
898,0.1123041883111
899,0.15592710673809052
900,0.09207450598478317
901,0.11578961461782455
902,0.09288240969181061
903,0.09633582085371017
904,0.11298666894435883
905,0.11145368218421936
906,0.17945297062397003
907,0.16631384193897247
908,0.21335048973560333
909,0.19671183824539185
910,0.1747889369726181
911,0.137453094124794
912,0.11990395188331604
913,0.10302715748548508
914,0.1302647888660431
915,0.12452968955039978
916,0.12112339586019516
917,0.12513746321201324
918,0.13999302685260773
919,0.16616715490818024
920,0.12795652449131012
921,0.17781996726989746
922,0.08446649461984634
923,0.10474121570587158
924,0.08907624334096909
925,0.09879302978515625
926,0.0767483115196228
927,0.11371946334838867
928,0.177584707736969
929,0.17215852439403534
930,0.127623051404953
931,0.13157300651073456
932,0.14851129055023193
933,0.15718230605125427
934,0.15200020372867584
935,0.11989449709653854
936,0.10857762396335602
937,0.08002631366252899
938,0.08053556829690933
939,0.1232232078909874
940,0.1322908252477646
941,0.1448642611503601
942,0.0833054855465889
943,0.08967812359333038
944,0.08423248678445816
945,0.12606187164783478
946,0.12645091116428375
947,0.14300347864627838
948,0.19232992827892303
949,0.183620423078537
950,0.1368381530046463
951,0.10306113958358765
952,0.09133513271808624
953,0.10349742323160172
954,0.1160627081990242
955,0.09412088245153427
956,0.1280897706747055
957,0.08887845277786255
958,0.11766620725393295
959,0.1552559733390808
960,0.13205815851688385
961,0.14911764860153198
962,0.1065007671713829
963,0.09992260485887527
964,0.12959463894367218
965,0.1365000307559967
966,0.13076651096343994
967,0.1529831886291504
968,0.20813089609146118
969,0.25055402517318726
970,0.22066810727119446
971,0.1947246491909027
972,0.14533333480358124
973,0.14883208274841309
974,0.17060138285160065
975,0.13475647568702698
976,0.09595987945795059
977,0.1196485087275505
978,0.12679705023765564
979,0.09357582777738571
980,0.0695280060172081
981,0.12046816200017929
982,0.06663710623979568
983,0.08398142457008362
984,0.09205787628889084
985,0.12315471470355988
986,0.16698871552944183
987,0.18776747584342957
988,0.13777145743370056
989,0.12263420224189758
990,0.14212395250797272
991,0.10066810250282288
992,0.10631335526704788
993,0.10045730322599411
994,0.11079506576061249
995,0.11872917413711548
996,0.16799689829349518
997,0.10896048694849014
998,0.14375285804271698
999,0.2058500051498413
1000,0.19829799234867096
1001,0.19665472209453583
1002,0.1520659625530243
1003,0.20246928930282593
1004,0.21215736865997314
1005,0.25212228298187256
1006,0.2679186165332794
1007,0.2763083577156067
1008,0.2744428515434265
1009,0.23099976778030396
1010,0.16866788268089294
1011,0.11333651840686798
1012,0.11599387228488922
1013,0.0862063467502594
1014,0.08881174027919769
1015,0.0979446992278099
1016,0.06648368388414383
1017,0.05453893169760704
1018,0.08353368937969208
1019,0.11526583880186081
1020,0.0928620845079422
1021,0.0887378454208374
1022,0.07107110321521759
1023,0.09483791887760162
1024,0.10264968127012253
1025,0.1039411872625351
1026,0.0900891125202179
1027,0.14652033150196075
1028,0.21718908846378326
1029,0.21843357384204865
1030,0.16786479949951172
